id,plume_id,label,latitude,longitude,datetime,availability_set,actual_overlap,base_avg_score,ada_score_inferred,ada_pred_inferred,inference_bucket,pred_prob1_s2,pred_prob1_l89,pred_prob1_emit,pred_prob1_s5p
10,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.8027732369128375,0.7598720567867037,1,S2|y=1|pred=1|random_seed=20260525,0.8027732369128375,,,
18,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.8855294637143223,0.4804890082228562,1,S2|y=1|pred=0|random_seed=20260525,0.8855294637143223,,,
24,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.8263996288237553,0.8548852146814405,1,S2|y=1|pred=1|random_seed=20260525,0.8263996288237553,,,
34,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.4880813708999159,0.6883966412742383,1,S2|y=1|pred=1|random_seed=20260525,0.4880813708999159,,,
40,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.99389159093818,0.6110583448753463,1,S2|y=1|pred=1|random_seed=20260525,0.99389159093818,,,
48,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.5138288493536414,0.9079960180055402,1,S2|y=1|pred=1|random_seed=20260525,0.5138288493536414,,,
56,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.6743606041213362,0.8071199792243767,1,S2|y=1|pred=1|random_seed=20260525,0.6743606041213362,,,
63,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.9294617816459748,0.8914420013850415,0,S2|y=1|pred=1|random_seed=20260525,0.9294617816459748,,,
72,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.8398730577243056,0.5860548822714682,1,S2|y=1|pred=1|random_seed=20260525,0.8398730577243056,,,
80,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.923459400998336,0.2000245007551602,1,S2|y=1|pred=0|random_seed=20260525,0.923459400998336,,,
88,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.0116997056349873,0.7734946329639889,1,S2|y=1|pred=1|random_seed=20260525,0.0116997056349873,,,
96,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.5273661333674645,0.6614101454293628,1,S2|y=1|pred=1|random_seed=20260525,0.5273661333674645,,,
103,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.8587103161397671,0.7823751731301939,1,S2|y=1|pred=1|random_seed=20260525,0.8587103161397671,,,
111,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.943190630999616,0.6656348684210527,1,S2|y=1|pred=1|random_seed=20260525,0.943190630999616,,,
119,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.4605278805719092,0.8810095221606649,1,S2|y=1|pred=1|random_seed=20260525,0.4605278805719092,,,
127,GAO20191020t153619p0000-C,1,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.5442238832714706,0.6565818905817175,1,S2|y=1|pred=1|random_seed=20260525,0.5442238832714706,,,
135,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.1928953742640874,0.0781778821949991,0,S2|y=0|pred=0|random_seed=20260525,0.1928953742640874,,,
143,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.6284487776782286,0.024525255915422,0,S2|y=0|pred=0|random_seed=20260525,0.6284487776782286,,,
151,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.3016407485281749,0.2554321194831347,0,S2|y=0|pred=0|random_seed=20260525,0.3016407485281749,,,
158,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.1917764507989907,0.1385161939922805,0,S2|y=0|pred=0|random_seed=20260525,0.1917764507989907,,,
167,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.4151415475189234,0.4261678133915086,1,S2|y=0|pred=0|random_seed=20260525,0.4151415475189234,,,
175,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.2126863330529857,0.4282570901157912,1,S2|y=0|pred=0|random_seed=20260525,0.2126863330529857,,,
183,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.646264354281326,0.0772586004363148,0,S2|y=0|pred=0|random_seed=20260525,0.646264354281326,,,
191,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.3224107653490328,0.1756217486155395,0,S2|y=0|pred=0|random_seed=20260525,0.3224107653490328,,,
199,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.1247109756097561,0.4025172008726296,0,S2|y=0|pred=0|random_seed=20260525,0.1247109756097561,,,
207,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.4355619007569386,0.5259603531855955,0,S2|y=0|pred=1|random_seed=20260525,0.4355619007569386,,,
215,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.2339458788898233,0.0257788219499916,0,S2|y=0|pred=0|random_seed=20260525,0.2339458788898233,,,
224,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.5818345449891207,0.0900449739889243,0,S2|y=0|pred=0|random_seed=20260525,0.5818345449891207,,,
232,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.2554152228763667,0.082272864574593,0,S2|y=0|pred=0|random_seed=20260525,0.2554152228763667,,,
240,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.0528900756938603,0.0271159590535324,0,S2|y=0|pred=0|random_seed=20260525,0.0528900756938603,,,
248,GAO20191020t153619p0000-C,0,31.0748638,-101.39618,2019-10-20T15:36:19Z,S2,False,0.3659089150546678,0.4003443530793757,0,S2|y=0|pred=0|random_seed=20260525,0.3659089150546678,,,
