id,plume_id,label,latitude,longitude,datetime,availability_set,actual_overlap,base_avg_score_uncalibrated,base_avg_score_calibrated,base_pred_calibrated,ada_score_inferred,ada_pred_inferred,inference_bucket,pred_prob1_s2,pred_prob1_l89,pred_prob1_emit,pred_prob1_s5p,base_prob1_s2_cal,base_prob1_l89_cal,base_prob1_emit_cal,base_prob1_s5p_cal
267,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.9089019527702088,0.9089019527702088,1,0.4645238187451587,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.9089019527702088,,,,0.9089019527702088,,,
273,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.8384396911898274,0.8384396911898274,1,0.2728073199070488,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.8384396911898274,,,,0.8384396911898274,,,
281,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.9366186194368756,0.9366186194368756,1,0.6166973813420622,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.9366186194368756,,,,0.9366186194368756,,,
287,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.8684975476839236,0.8684975476839236,1,0.8042420621931261,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.8684975476839236,,,,0.8684975476839236,,,
295,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.9642597638510444,0.9642597638510444,1,0.8645563011456628,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.9642597638510444,,,,0.9642597638510444,,,
303,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.4379832758195711,0.4379832758195711,0,0.3570931448489543,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.4379832758195711,,,,0.4379832758195711,,,
311,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.518527429609446,0.518527429609446,1,0.7613700490998363,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.518527429609446,,,,0.518527429609446,,,
319,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.6168574023614896,0.6168574023614896,1,0.783784124386252,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.6168574023614896,,,,0.6168574023614896,,,
327,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.7849699364214351,0.7849699364214351,1,0.7635707037643208,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.7849699364214351,,,,0.7849699364214351,,,
335,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.8825446866485014,0.8825446866485014,1,0.7290122749590835,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.8825446866485014,,,,0.8825446866485014,,,
341,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.8132152588555859,0.8132152588555859,1,0.9443504091653028,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.8132152588555859,,,,0.8132152588555859,,,
349,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.9114697093551316,0.9114697093551316,1,0.9392155482815058,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.9114697093551316,,,,0.9114697093551316,,,
358,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.8059651226158038,0.8059651226158038,1,0.9347327332242226,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.8059651226158038,,,,0.8059651226158038,,,
368,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.4445623120532413,0.4445623120532413,0,0.8392895253682487,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.4445623120532413,,,,0.4445623120532413,,,
376,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.5275145776566758,0.5275145776566758,1,0.9734479541734862,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.5275145776566758,,,,0.5275145776566758,,,
384,GAO20191020t163829p0000-B,1,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.6258445504087193,0.6258445504087193,1,0.935547790507365,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.6258445504087193,,,,0.6258445504087193,,,
392,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.3148261769780626,0.3148261769780626,0,0.7948689034369885,1,S2|y=0|pred=1|random_seed=20260525|image_targets_soft_regularized,0.3148261769780626,,,,0.3148261769780626,,,
399,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.2193379221099334,0.2193379221099334,0,0.2215993415956622,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.2193379221099334,,,,0.2193379221099334,,,
406,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.1228658861227508,0.1228658861227508,0,0.0739544926413632,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.1228658861227508,,,,0.1228658861227508,,,
414,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.3921144811437022,0.3921144811437022,0,0.2099304802478699,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.3921144811437022,,,,0.3921144811437022,,,
422,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.2182311683509983,0.2182311683509983,0,0.5884148936170213,1,S2|y=0|pred=1|random_seed=20260525|image_targets_soft_regularized,0.2182311683509983,,,,0.2182311683509983,,,
430,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.0394904362829677,0.0394904362829677,0,0.43443551510457,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.0394904362829677,,,,0.0394904362829677,,,
439,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.2365540916933695,0.2365540916933695,0,0.1313344306738962,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.2365540916933695,,,,0.2365540916933695,,,
447,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.058551195464629,0.058551195464629,0,0.1402066227730441,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.058551195464629,,,,0.058551195464629,,,
455,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.3322268055213212,0.3322268055213212,0,0.2915160728117738,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.3322268055213212,,,,0.3322268055213212,,,
463,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.159573219127434,0.159573219127434,0,0.2909374515879163,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.159573219127434,,,,0.159573219127434,,,
470,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.0578133596253389,0.0578133596253389,0,0.4832325716498838,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.0578133596253389,,,,0.0578133596253389,,,
480,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.1791258688686221,0.1791258688686221,0,0.6514188216039279,1,S2|y=0|pred=1|random_seed=20260525|image_targets_soft_regularized,0.1791258688686221,,,,0.1791258688686221,,,
492,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.1395286788267192,0.1395286788267192,0,0.6782342062193126,1,S2|y=0|pred=1|random_seed=20260525|image_targets_soft_regularized,0.1395286788267192,,,,0.1395286788267192,,,
498,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.1183773847670692,0.1183773847670692,0,0.2885265298218435,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.1183773847670692,,,,0.1183773847670692,,,
505,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.0175398200640867,0.0175398200640867,0,0.3990431835786212,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.0175398200640867,,,,0.0175398200640867,,,
514,GAO20191020t163829p0000-B,0,31.8299163,-101.80811,2019-10-20T16:38:29Z,S2,False,0.214787934434311,0.214787934434311,0,0.6131926350245499,1,S2|y=0|pred=1|random_seed=20260525|image_targets_soft_regularized,0.214787934434311,,,,0.214787934434311,,,
250,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.91418851044505,0.91418851044505,1,0.7217582651391162,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.91418851044505,,,,0.91418851044505,,,
255,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.4261779023909293,0.4261779023909293,0,0.8918607201309329,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.4261779023909293,,,,0.4261779023909293,,,
260,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.536652770208901,0.536652770208901,1,0.7823985270049101,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.536652770208901,,,,0.536652770208901,,,
264,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.9429624886466847,0.9429624886466847,1,0.3611434934159566,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.9429624886466847,,,,0.9429624886466847,,,
271,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.6003180290644868,0.6003180290644868,1,0.9315540098199672,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.6003180290644868,,,,0.6003180290644868,,,
278,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.9703015440508628,0.9703015440508628,1,0.7624296235679214,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.9703015440508628,,,,0.9703015440508628,,,
284,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.9015007720254312,0.9015007720254312,1,0.659976923076923,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.9015007720254312,,,,0.9015007720254312,,,
290,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.8317937329700272,0.8317937329700272,1,0.5195425531914893,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.8317937329700272,,,,0.8317937329700272,,,
299,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.7290079473206176,0.7290079473206176,1,0.7039900163666121,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.7290079473206176,,,,0.7290079473206176,,,
306,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.4122205077643579,0.4122205077643579,0,0.7045605564648119,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.4122205077643579,,,,0.4122205077643579,,,
315,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.9240819255222524,0.9240819255222524,1,0.7999222585924713,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.9240819255222524,,,,0.9240819255222524,,,
323,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.4074860611289129,0.4074860611289129,0,0.3823596049573973,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.4074860611289129,,,,0.4074860611289129,,,
331,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.4836676115356175,0.4836676115356175,0,0.9219363338788872,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.4836676115356175,,,,0.4836676115356175,,,
336,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.6102869663941871,0.6102869663941871,1,0.8007373158756137,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.6102869663941871,,,,0.6102869663941871,,,
344,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.7787015894641235,0.7787015894641235,1,0.1306593725793958,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.7787015894641235,,,,0.7787015894641235,,,
352,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.8766539509536785,0.8766539509536785,1,0.7627556464811784,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.8766539509536785,,,,0.8766539509536785,,,
360,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.1245875030810944,0.1245875030810944,0,0.2190919829589465,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.1245875030810944,,,,0.1245875030810944,,,
367,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.0227046709391175,0.0227046709391175,0,0.4716601471727343,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.0227046709391175,,,,0.0227046709391175,,,
375,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.2971796031550407,0.2971796031550407,0,0.3270048412083656,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.2971796031550407,,,,0.2971796031550407,,,
