plume_id,has_all6_files,has_all6_center_nonzero,zero_or_missing_timepoints
GAO20230824t183712p0000-G,True,True,0
GAO20230824t183712p0000-H,True,True,0
GAO20230824t183712p0000-J,True,True,0
GAO20230824t183712p0000-K,True,False,6
GAO20230824t185535p0000-A,True,True,0
GAO20230824t185535p0000-B,True,True,0
GAO20230824t185535p0000-C,True,True,0
GAO20230824t185535p0000-D,True,True,0
GAO20230824t185535p0000-E,True,True,0
GAO20230824t185535p0000-F,True,True,0
GAO20230824t185535p0000-G,True,True,0
GAO20230824t185535p0000-H,True,False,1
GAO20230907t183326p0000-A,True,True,0
GAO20230907t183326p0000-B,True,True,0
GAO20230907t195230p0000-A,True,True,0
GAO20230907t200201p0000-A,True,True,0
GAO20230912t181313p0000-A,True,True,0
GAO20230912t183548p0000-A,True,True,0
GAO20230912t183548p0000-B,True,True,0
GAO20230912t184733p0000-A,True,True,0
GAO20230912t185903p0000-A,True,True,0
GAO20230912t193133p0000-A,True,True,0
GAO20230912t193133p0000-B,True,True,0
GAO20230912t194153p0000-A,True,True,0
GAO20230912t200700p0000-A,True,True,0
GAO20230922t183732p0000-A,True,True,0
GAO20230922t185216p0000-A,True,True,0
GAO20230922t185216p0000-B,True,True,0
GAO20230922t185631p0000-A,True,True,0
GAO20230922t185631p0000-B,True,True,0
GAO20230927t191343p0000-A,True,True,0
GAO20230927t191833p0000-A,True,True,0
GAO20230927t193128p0000-A,True,True,0
GAO20230927t193128p0000-B,True,True,0
GAO20230927t193545p0000-A,True,True,0
GAO20230929t184651p0000-A,True,True,0
GAO20230929t190156p0000-A,True,True,0
GAO20230929t191552p0000-A,True,True,0
GAO20231004t181028p0000-B,True,True,0
GAO20231004t182123p0000-A,True,True,0
GAO20231004t194247p0000-A,True,False,6
GAO20231004t195313p0000-A,True,False,6
GAO20231004t200437p0000-A,True,True,0
GAO20231005t181320p0000-A,True,True,0
GAO20231005t183933p0000-A,True,True,0
GAO20231005t190023p0000-C,True,True,0
GAO20231005t191603p0000-A,True,True,0
GAO20231005t193008p0000-A,True,True,0
GAO20240415t172403p0000-A,True,True,0
GAO20240415t172403p0000-B,True,True,0
GAO20240415t172403p0000-C,True,True,0
GAO20240415t172403p0000-D,True,True,0
GAO20240415t175128p0000-A,True,True,0
GAO20240415t175128p0000-C,True,True,0
GAO20240415t175128p0000-D,True,True,0
GAO20240415t175128p0000-E,True,True,0
GAO20240415t181759p0000-A,True,True,0
GAO20240415t181759p0000-B,True,True,0
GAO20240415t181759p0000-C,True,True,0
GAO20240415t181759p0000-D,True,True,0
GAO20240419t194827p0000-A,True,False,1
GAO20240419t194827p0000-B,True,True,0
GAO20240419t195757p0000-A,True,True,0
GAO20240419t195757p0000-C,True,True,0
GAO20240419t201413p0000-A,True,True,0
GAO20240419t201413p0000-B,True,True,0
GAO20240419t202218p0000-A,True,True,0
GAO20240419t202218p0000-C,True,True,0
GAO20240419t202218p0000-D,True,True,0
GAO20240419t203812p0000-B,True,True,0
GAO20240419t204232p0000-A,True,False,5
GAO20240419t204232p0000-C,True,False,5
GAO20240419t212052p0000-A,True,True,0
GAO20240419t212838p0000-A,True,True,0
GAO20240419t214327p0000-A,True,False,6
GAO20240419t221217p0000-A,True,True,0
GAO20240419t221217p0000-B,True,True,0
GAO20240419t221603p0000-A,True,False,5
GAO20240420t182155p0000-C,True,False,2
GAO20240420t183810p0000-B,True,True,0
GAO20240508t175454p0000-A,True,True,0
GAO20240508t175454p0000-B,True,True,0
GAO20240508t175454p0000-C,True,True,0
GAO20240508t175454p0000-D,True,True,0
GAO20240508t175454p0000-E,True,True,0
GAO20240508t181643p0000-D,True,True,0
GAO20240508t183528p0000-A,True,False,5
GAO20240508t183528p0000-B,True,True,0
GAO20240513t174613p0000-A,True,True,0
GAO20240513t174613p0000-B,True,True,0
GAO20240513t174613p0000-C,True,True,0
GAO20240513t174613p0000-D,True,True,0
GAO20240513t174613p0000-F,True,True,0
GAO20240513t175458p0000-B,True,True,0
GAO20240513t175458p0000-C,True,True,0
GAO20240513t175458p0000-D,True,True,0
GAO20240513t175458p0000-E,True,True,0
GAO20240513t175458p0000-G,True,True,0
GAO20240513t175458p0000-H,True,True,0
GAO20240513t175458p0000-J,True,True,0
GAO20240513t180403p0000-A,True,False,5
GAO20240513t180403p0000-B,True,False,5
GAO20240513t180403p0000-C,True,True,0
GAO20240513t180403p0000-D,True,False,5
GAO20240513t180403p0000-E,True,False,5
GAO20240513t180403p0000-F,True,True,0
GAO20240513t180403p0000-G,True,True,0
GAO20240513t180403p0000-H,True,False,5
GAO20240513t180403p0000-I,True,False,5
GAO20240513t181158p0000-A,True,False,5
GAO20240513t181158p0000-C,True,False,5
GAO20240513t181158p0000-D,True,False,5
GAO20240513t181158p0000-F,True,False,5
GAO20240513t181158p0000-G,True,False,5
GAO20240513t181158p0000-H,True,False,5
GAO20240513t181158p0000-I,True,False,5
GAO20240513t181158p0000-J,True,False,5
GAO20240513t181158p0000-K,True,False,5
GAO20240513t181158p0000-L,True,False,5
GAO20240513t182140p0000-A,True,True,0
GAO20240513t182140p0000-B,True,True,0
GAO20240513t182140p0000-C,True,True,0
GAO20240513t182140p0000-D,True,True,0
GAO20240513t182140p0000-E,True,True,0
GAO20240513t182140p0000-F,True,True,0
GAO20240513t182140p0000-I,True,True,0
GAO20240513t182140p0000-J,True,True,0
GAO20240513t182140p0000-K,True,True,0
GAO20240606t192205p0000-A,True,True,0
GAO20240606t194441p0000-A,True,True,0
GAO20240606t194441p0000-E,True,True,0
GAO20240606t194901p0000-B,True,True,0
GAO20240606t201055p0000-A,True,True,0
GAO20240606t201055p0000-C,True,True,0
GAO20240606t201055p0000-D,True,True,0
GAO20240606t201910p0000-A,True,True,0
GAO20240606t201910p0000-E,True,True,0
GAO20240606t202820p0000-A,True,True,0
GAO20240606t203230p0000-A,True,True,0
GAO20240606t204230p0000-A,True,True,0
GAO20240606t204230p0000-C,True,True,0
GAO20240606t204230p0000-D,True,True,0
GAO20240606t205036p0000-B,True,True,0
GAO20240606t205036p0000-F,True,True,0
GAO20240606t210200p0000-A,True,True,0
GAO20240608t191030p0000-A,True,True,0
GAO20240608t191030p0000-B,True,True,0
GAO20240608t191030p0000-C,True,True,0
GAO20240608t191030p0000-D,True,True,0
GAO20240608t191030p0000-E,True,True,0
GAO20240608t191030p0000-F,True,True,0
GAO20240608t191715p0000-B,True,True,0
GAO20240608t191715p0000-C,True,True,0
GAO20240608t191715p0000-E,True,True,0
GAO20240608t191715p0000-G,True,True,0
GAO20240608t192515p0000-A,True,True,0
GAO20240608t192515p0000-C,True,True,0
GAO20240608t192515p0000-D,True,True,0
GAO20240608t192515p0000-F,True,True,0
GAO20240608t192515p0000-G,True,True,0
GAO20240608t193305p0000-B,True,True,0
GAO20240608t193305p0000-C,True,True,0
GAO20240608t194116p0000-A,True,True,0
GAO20240608t194116p0000-B,True,True,0
GAO20240608t194850p0000-A,True,True,0
GAO20240608t194850p0000-B,True,True,0
GAO20240608t194850p0000-C,True,True,0
GAO20240608t195800p0000-B,True,True,0
GAO20240608t195800p0000-D,True,False,5
GAO20240608t195800p0000-E,True,True,0
GAO20240608t195800p0000-F,True,True,0
GAO20240608t200205p0000-B,True,False,5
GAO20240608t200205p0000-C,True,False,5
GAO20240608t201251p0000-A,True,True,0
GAO20240608t201700p0000-A,True,True,0
GAO20240608t201700p0000-B,True,True,0
GAO20240608t201700p0000-E,True,True,0
GAO20240608t210355p0000-B,True,True,0
GAO20240608t211055p0000-A,True,True,0
GAO20240608t211055p0000-B,True,True,0
GAO20240608t211605p0000-A,True,True,0
GAO20240608t212045p0000-A,True,True,0
GAO20240608t212045p0000-B,True,False,5
GAO20240608t212045p0000-C,True,True,0
GAO20240608t212045p0000-D,True,True,0
GAO20240608t212045p0000-E,True,True,0
GAO20240608t212605p0000-A,True,True,0
GAO20240608t212605p0000-B,True,True,0
GAO20240608t212605p0000-C,True,True,0
ang20160925t201200-A,True,True,0
ang20160925t201200-C,True,True,0
ang20161008t202359-A,True,True,0
ang20161008t202359-B,True,True,0
ang20161008t202359-C,True,True,0
ang20161008t202359-D,True,True,0
ang20161008t202359-E,True,True,0
ang20161008t202359-F,True,True,0
ang20161008t202359-G,True,True,0
ang20161008t202359-H,True,True,0
ang20161008t202359-I,True,True,0
ang20161008t202359-J,True,True,0
ang20161008t202359-K,True,True,0
ang20161008t202359-L,True,True,0
ang20161008t202359-M,True,True,0
ang20161008t202359-N,True,True,0
ang20161008t203001-A,True,True,0
ang20161008t203001-B,True,True,0
ang20161008t203001-C,True,True,0
ang20161008t203001-D,True,True,0
ang20161008t204039-A,True,True,0
ang20161008t204039-B,True,True,0
ang20161008t204039-C,True,True,0
ang20161008t204039-D,True,True,0
ang20161008t204039-E,True,True,0
ang20161008t204039-F,True,True,0
ang20161008t204039-G,True,True,0
ang20161008t204039-H,True,True,0
ang20161008t204039-I,True,True,0
ang20161008t204039-J,True,True,0
ang20161008t204039-K,True,True,0
ang20161008t204039-L,True,True,0
ang20161008t204651-A,True,True,0
ang20161008t204651-B,True,True,0
ang20161008t204651-C,True,True,0
ang20161008t204651-D,True,True,0
ang20161008t204651-E,True,True,0
ang20161008t205502-H,True,True,0
ang20161008t205502-L,True,True,0
ang20161008t210116-A,True,True,0
ang20161008t210116-B,True,True,0
ang20161008t210116-C,True,True,0
ang20161008t210604-A,True,True,0
ang20161008t210604-B,True,True,0
ang20161008t210604-C,True,True,0
ang20161008t210604-D,True,True,0
ang20161008t210604-E,True,True,0
ang20161008t211115-A,True,True,0
ang20161008t211115-B,True,True,0
ang20161008t211115-D,True,True,0
ang20161008t211115-E,True,True,0
ang20161008t211115-H,True,True,0
ang20161008t211115-I,True,True,0
ang20161008t211115-J,True,True,0
ang20161008t211637-B,True,True,0
ang20161008t211637-C,True,True,0
ang20161008t211637-D,True,True,0
ang20161008t211637-E,True,True,0
ang20161008t211637-H,True,True,0
ang20161008t211637-I,True,True,0
ang20161008t211637-J,True,True,0
ang20161008t211637-K,True,True,0
ang20161008t212326-A,True,True,0
ang20161008t212326-B,True,True,0
ang20161008t212326-C,True,True,0
ang20161008t212326-F,True,True,0
ang20161008t212816-A,True,True,0
ang20161008t213309-C,True,True,0
ang20161008t213309-D,True,True,0
ang20161008t213309-H,True,True,0
ang20161008t213309-I,True,True,0
ang20161008t213955-B,True,True,0
ang20161008t213955-C,True,True,0
ang20161008t213955-E,True,True,0
ang20161008t213955-G,True,True,0
ang20161008t213955-H,True,True,0
ang20161008t213955-J,True,True,0
ang20161008t213955-K,True,True,0
ang20161008t213955-N,True,True,0
ang20161008t213955-O,True,True,0
ang20161008t213955-P,True,True,0
ang20161008t213955-Q,True,True,0
ang20161104t195416-A,True,True,0
ang20170615t210701-A,True,True,0
ang20170615t210701-B,True,True,0
ang20170615t220302-B,True,True,0
ang20170615t220302-C,True,True,0
ang20170615t223601-A,True,True,0
ang20170615t223601-C,True,True,0
ang20170615t223601-E,True,True,0
ang20170615t230609-A,True,True,0
ang20170615t230609-B,True,True,0
ang20170615t230609-D,True,True,0
ang20170615t232626-A,True,True,0
ang20170615t233419-A,True,True,0
ang20170615t233419-B,True,True,0
ang20170615t233419-C,True,True,0
ang20170615t233419-D,True,True,0
ang20170615t233419-E,True,True,0
ang20170615t234140-A,True,True,0
ang20170615t234140-B,True,True,0
ang20170615t234140-C,True,True,0
ang20170615t234140-D,True,True,0
ang20170615t234140-E,True,True,0
ang20170615t234140-F,True,True,0
ang20170615t234140-G,True,True,0
ang20170615t234922-A,True,True,0
ang20170615t234922-B,True,True,0
ang20170615t234922-C,True,True,0
ang20170615t234922-D,True,False,5
ang20170618t200113-A,True,True,0
ang20170618t200113-E,True,True,0
ang20170618t201101-C,True,True,0
ang20170618t201101-E,True,True,0
ang20170618t201101-F,True,True,0
ang20170618t223820-A,True,False,6
ang20170618t230731-A,True,True,0
ang20170905t213536-A,True,True,0
ang20170905t214122-A,True,True,0
ang20170905t214122-B,True,True,0
ang20170905t221016-A,True,True,0
ang20170908t193821-A,True,False,1
ang20170908t195944-A,True,True,0
ang20170908t205824-A,True,True,0
ang20170908t210512-C,True,True,0
ang20170908t210512-D,True,True,0
ang20170908t210512-F,True,True,0
ang20170908t211246-A,True,True,0
ang20170908t211246-B,True,True,0
ang20170908t211246-C,True,True,0
ang20170908t211246-D,True,True,0
ang20170908t211901-A,True,True,0
ang20170908t211901-C,True,True,0
ang20170908t223352-A,True,True,0
ang20170908t224841-A,True,True,0
ang20170908t230641-A,True,True,0
ang20170913t214139-A,True,True,0
ang20170913t214139-B,True,True,0
ang20170913t214139-C,True,True,0
ang20170915t190340-A,True,True,0
ang20170915t191722-A,True,True,0
ang20170915t215255-B,True,True,0
ang20170925t212203-A,True,True,0
ang20170925t212203-C,True,True,0
ang20170925t212940-A,True,False,6
ang20170925t214642-A,True,True,0
ang20170925t214642-B,True,True,0
ang20170925t214642-C,True,True,0
ang20170925t214642-D,True,True,0
ang20170925t214642-E,True,True,0
ang20170928t195131-A,True,True,0
ang20170928t195131-B,True,False,6
ang20170928t200057-A,True,True,0
ang20170928t200057-B,True,True,0
ang20170928t202037-A,True,True,0
ang20171003t202537-A,True,True,0
ang20171006t190448-A,True,True,0
ang20171006t190448-B,True,True,0
ang20171006t190448-C,True,True,0
ang20171006t190448-D,True,True,0
ang20171006t190448-F,True,True,0
ang20171006t190448-G,True,True,0
ang20171006t190448-H,True,True,0
ang20171006t190448-J,True,True,0
ang20171006t190448-K,True,True,0
ang20171006t190448-L,True,True,0
ang20171006t191011-A,True,True,0
ang20171006t191011-B,True,True,0
ang20171006t191011-C,True,True,0
ang20171006t191011-D,True,True,0
ang20171006t191011-E,True,True,0
ang20171006t191011-F,True,True,0
ang20171006t191011-H,True,True,0
ang20171006t191011-K,True,True,0
ang20171006t191011-N,True,True,0
ang20171006t192328-A,True,True,0
ang20171006t192328-B,True,True,0
ang20171006t192854-A,True,True,0
ang20171006t192854-B,True,True,0
ang20171006t193531-A,True,True,0
ang20171006t193531-B,True,True,0
ang20171006t194116-A,True,True,0
ang20171006t195044-C,True,True,0
ang20171006t201620-A,True,True,0
ang20171006t202925-A,True,True,0
ang20171010t190508-A,True,True,0
ang20171010t191001-A,True,True,0
ang20171010t191001-D,True,True,0
ang20171010t193506-A,True,True,0
ang20171010t193506-B,True,True,0
ang20171010t193506-C,True,True,0
ang20171010t194108-A,True,True,0
ang20171010t195237-A,True,True,0
ang20171010t195237-C,True,True,0
ang20171012t195433-A,True,True,0
ang20171013t191520-A,True,False,6
ang20171013t193251-A,True,False,1
ang20171013t194607-A,True,True,0
ang20171013t204512-A,True,True,0
ang20171013t205013-A,True,True,0
ang20171013t205013-B,True,True,0
ang20171013t205013-C,True,True,0
ang20171013t205013-D,True,True,0
ang20171013t205013-E,True,True,0
ang20171013t205013-F,True,True,0
ang20171013t205946-A,True,True,0
ang20171013t211009-A,True,True,0
ang20171013t211934-A,True,True,0
ang20171013t212517-A,True,True,0
ang20171013t213130-B,True,True,0
ang20171013t213130-C,True,True,0
ang20171013t213605-A,True,True,0
ang20171013t214049-B,True,True,0
ang20171013t214049-C,True,True,0
ang20171013t214536-A,True,True,0
ang20181010t211201-B,True,True,0
ang20181010t211201-C,True,True,0
ang20181010t211201-D,True,True,0
ang20181010t211201-E,True,True,0
ang20181010t211201-G,True,True,0
ang20181010t211633-A,True,True,0
ang20181010t211633-B,True,True,0
ang20181010t211633-C,True,True,0
ang20181010t211633-D,True,True,0
ang20190924t174538-5,True,True,0
ang20190924t174538-A,True,True,0
ang20190924t181121-2,True,True,0
ang20190924t181121-A,True,True,0
ang20190924t181121-B,True,True,0
ang20190924t181121-C,True,False,1
ang20190924t181121-D,True,True,0
ang20190924t183641-A,True,True,0
ang20190924t183641-D,True,True,0
ang20190924t183641-F,True,True,0
ang20190927t175410-1,True,True,0
ang20190927t175410-2,True,False,5
ang20190927t175410-3,True,True,0
ang20190927t175410-A,True,True,0
ang20190927t175410-B,True,True,0
ang20190927t175410-C,True,True,0
ang20190927t175410-D,True,True,0
ang20190927t175410-E,True,True,0
ang20190927t175410-F,True,True,0
ang20190927t175410-G,True,True,0
ang20190927t175410-H,True,True,0
ang20190927t175410-I,True,True,0
ang20190927t175410-J,True,True,0
ang20190927t175410-K,True,False,5
ang20190927t175410-M,True,True,0
ang20190927t175410-N,True,True,0
ang20190927t175410-O,True,True,0
ang20190927t181142-2,True,True,0
ang20190927t181142-A,True,True,0
ang20190927t181142-B,True,True,0
ang20190927t181142-C,True,True,0
ang20190927t181142-D,True,True,0
ang20190927t181142-E,True,True,0
ang20190927t181142-F,True,True,0
ang20190927t181142-G,True,True,0
ang20190927t181142-H,True,True,0
ang20190927t181142-I,True,True,0
ang20190927t182905-A,True,True,0
ang20190927t182905-B,True,True,0
ang20190927t182905-C,True,True,0
ang20190927t182905-D,True,False,5
ang20190927t182905-E,True,False,5
ang20190927t182905-F,True,True,0
ang20190927t182905-G,True,True,0
ang20190927t184620-A,True,True,0
ang20190927t184620-B,True,True,0
ang20190927t184620-C,True,True,0
ang20190927t184620-D,True,True,0
ang20190927t184620-E,True,True,0
ang20190927t190436-2,True,True,0
ang20190927t190436-3,True,True,0
ang20190927t190436-5,True,True,0
ang20190927t190436-A,True,True,0
ang20190927t190436-B,True,True,0
ang20190927t190436-C,True,True,0
ang20190927t192237-1,True,True,0
ang20190927t192237-2,True,True,0
ang20190927t192237-3,True,True,0
ang20190927t192237-4,True,True,0
ang20190927t192237-5,True,True,0
ang20190927t192237-6,True,True,0
ang20190927t192237-A,True,True,0
ang20190927t194104-1,True,True,0
ang20190927t194104-3,True,True,0
ang20190927t194104-A,True,True,0
ang20191007t175016-1,True,True,0
ang20191007t175016-A,True,True,0
ang20191007t175016-B,True,True,0
ang20191007t175016-C,True,True,0
ang20191007t175016-D,True,True,0
ang20191007t175016-E,True,True,0
ang20191007t175016-F,True,True,0
ang20191007t175016-G,True,True,0
ang20191007t175016-H,True,True,0
ang20191007t175016-I,True,True,0
ang20191007t180411-A,True,True,0
ang20191007t180411-B,True,True,0
ang20191007t180411-C,True,True,0
ang20191007t180411-D,True,True,0
ang20191007t180411-E,True,True,0
ang20191007t180411-F,True,True,0
ang20191007t180411-G,True,True,0
ang20191007t180411-H,True,True,0
ang20191007t180411-I,True,True,0
ang20191007t180411-J,True,True,0
ang20191007t180411-K,True,True,0
ang20191007t180411-L,True,True,0
ang20191007t180411-M,True,True,0
ang20191007t180411-N,True,True,0
ang20191007t180411-O,True,True,0
ang20191007t180411-P,True,True,0
ang20191007t180411-Q,True,True,0
ang20191007t182352-A,True,True,0
ang20191007t182352-B,True,True,0
ang20191007t182352-C,True,True,0
ang20191007t182352-D,True,True,0
ang20191007t182352-E,True,True,0
ang20191007t182352-F,True,True,0
ang20191007t182352-G,True,True,0
ang20191007t184008-2,True,True,0
ang20191007t184008-A,True,True,0
ang20191007t184008-B,True,True,0
ang20191007t184008-C,True,True,0
ang20191007t184008-D,True,True,0
ang20191007t184008-E,True,True,0
ang20191007t184008-F,True,True,0
ang20191007t184008-G,True,True,0
ang20191007t184008-H,True,True,0
ang20191007t184008-I,True,True,0
ang20191007t185303-A,True,True,0
ang20191007t185303-B,True,True,0
ang20191007t185303-C,True,True,0
ang20191007t185303-D,True,True,0
ang20191007t185303-E,True,True,0
ang20191007t190840-1,True,True,0
ang20191007t190840-2,True,True,0
ang20191007t190840-3,True,True,0
ang20191007t190840-A,True,True,0
ang20191007t190840-B,True,True,0
ang20191007t190840-C,True,True,0
ang20191007t190840-D,True,True,0
ang20191007t190840-E,True,True,0
ang20191007t190840-F,True,True,0
ang20191007t190840-G,True,True,0
ang20191007t190840-H,True,True,0
ang20191007t190840-I,True,True,0
ang20191007t190840-J,True,True,0
ang20191007t190840-K,True,True,0
ang20191007t190840-L,True,True,0
ang20191007t193705-3,True,True,0
ang20191007t193705-4,True,True,0
ang20191007t193705-5,True,True,0
ang20191007t193705-A,True,True,0
ang20191007t193705-B,True,True,0
ang20191007t193705-D,True,True,0
ang20191007t193705-F,True,True,0
ang20191007t193705-G,True,True,0
ang20191007t193705-H,True,True,0
ang20191007t193705-I,True,True,0
ang20191007t195115-A,True,True,0
ang20191007t195115-F,True,True,0
ang20191007t195115-G,True,True,0
ang20191007t195115-H,True,True,0
ang20191007t200647-A,True,True,0
ang20191007t200647-B,True,True,0
ang20191007t200647-G,True,True,0
ang20191007t200647-J,True,True,0
ang20191007t200647-K,True,True,0
ang20191007t201917-A,True,True,0
ang20191007t201917-B,True,True,0
ang20191007t201917-C,True,True,0
ang20191007t201917-D,True,True,0
ang20191007t201917-E,True,True,0
ang20191007t201917-F,True,True,0
ang20191007t201917-G,True,True,0
ang20191008t151045-B,True,True,0
ang20191008t151045-C,True,True,0
ang20191008t151045-D,True,True,0
ang20191008t153517-6,True,True,0
ang20191008t153517-A,True,True,0
ang20191008t153517-B,True,True,0
ang20191008t160209-A,True,True,0
ang20191008t160209-B,True,True,0
ang20191008t160209-C,True,True,0
ang20191008t160209-D,True,True,0
ang20191008t165855-D,True,True,0
ang20191008t165855-E,True,True,0
ang20191008t165855-F,True,True,0
ang20191008t165855-G,True,True,0
ang20191008t165855-H,True,True,0
ang20191008t172458-E,True,False,1
ang20191008t172458-F,True,True,0
ang20191008t172458-H,True,True,0
ang20191008t172458-I,True,True,0
ang20191008t172458-J,True,True,0
ang20191010t152203-A,True,True,0
ang20191010t152203-B,True,True,0
ang20191010t152203-C,True,True,0
ang20191010t152203-D,True,True,0
ang20191010t155034-A,True,True,0
ang20191010t155034-B,True,True,0
ang20191010t155034-D,True,True,0
ang20191010t155034-E,True,False,1
ang20191010t155034-F,True,True,0
ang20191010t155034-G,True,True,0
ang20191010t155034-H,True,True,0
ang20191010t161700-B,True,True,0
ang20191010t161700-C,True,True,0
ang20191010t161700-D,True,True,0
ang20191010t184216-A,True,False,1
ang20191010t193818-F,True,True,0
ang20191011t163647-E,True,True,0
ang20191013t144828-1,True,True,0
ang20191013t144828-17,True,True,0
ang20191013t144828-26,True,True,0
ang20191013t144828-27,True,True,0
ang20191013t144828-8,True,True,0
ang20191013t144828-A,True,True,0
ang20191013t144828-B,True,True,0
ang20191013t144828-C,True,True,0
ang20191013t144828-D,True,True,0
ang20191013t144828-E,True,True,0
ang20191013t144828-F,True,True,0
ang20191013t145516-A,True,True,0
ang20191013t145516-B,True,True,0
ang20191013t145516-C,True,True,0
ang20191013t145516-D,True,True,0
ang20191013t145516-E,True,True,0
ang20191013t145516-F,True,True,0
ang20191013t145516-G,True,True,0
ang20191013t145516-H,True,True,0
ang20191013t145516-I,True,True,0
ang20191013t145516-J,True,True,0
ang20191013t151222-A,True,True,0
ang20191013t151222-B,True,True,0
ang20191013t151222-C,True,True,0
ang20191013t151222-D,True,True,0
ang20191013t152730-11,True,False,1
ang20191013t152730-A,True,False,1
ang20191013t152730-B,True,False,1
ang20191013t152730-C,True,True,0
ang20191013t152730-D,True,True,0
ang20191013t154421-A,True,False,1
ang20191013t154421-B,True,True,0
ang20191013t155909-1,True,False,4
ang20191013t155909-A,True,False,4
ang20191013t155909-B,True,True,0
ang20191013t161540-A,True,True,0
ang20191013t163024-A,True,True,0
ang20191013t163024-B,True,True,0
ang20191013t163024-C,True,True,0
ang20191013t163024-D,True,True,0
ang20191013t163024-E,True,False,4
ang20191013t163024-F,True,True,0
ang20191013t164602-1,True,True,0
ang20191013t164602-A,True,True,0
ang20191013t164602-B,True,True,0
ang20191013t164602-C,True,True,0
ang20191013t170032-1,True,True,0
ang20191013t171742-A,True,True,0
ang20191013t171742-B,True,True,0
ang20191013t171742-C,True,True,0
ang20191013t171742-D,True,True,0
ang20191013t173258-A,True,True,0
ang20191013t173258-B,True,True,0
ang20191013t173258-C,True,True,0
ang20191013t173258-D,True,True,0
ang20191017t174946-9,True,True,0
ang20191017t174946-A,True,True,0
ang20191017t174946-B,True,True,0
ang20191017t174946-C,True,True,0
ang20191017t174946-D,True,True,0
ang20191017t174946-F,True,True,0
ang20191017t174946-G,True,True,0
ang20191017t174946-H,True,True,0
ang20191017t174946-I,True,True,0
ang20191017t174946-J,True,False,5
ang20191017t180347-A,True,True,0
ang20191017t180347-B,True,True,0
ang20191017t180347-C,True,True,0
ang20191017t180347-D,True,True,0
ang20191017t180347-E,True,True,0
ang20191017t180347-F,True,True,0
ang20191017t180347-G,True,True,0
ang20191017t180347-H,True,True,0
ang20191017t180347-I,True,True,0
ang20191017t180347-J,True,True,0
ang20191017t182024-A,True,True,0
ang20191017t182024-B,True,True,0
ang20191017t182024-C,True,True,0
ang20191017t182024-E,True,True,0
ang20191017t182024-F,True,True,0
ang20191017t182024-G,True,True,0
ang20191017t183448-A,True,True,0
ang20191017t183448-B,True,True,0
ang20191017t183448-C,True,True,0
ang20191017t183448-D,True,True,0
ang20191017t183448-E,True,True,0
ang20191017t183448-F,True,True,0
ang20191017t185057-A,True,True,0
ang20191017t185057-B,True,True,0
ang20191017t185057-C,True,True,0
ang20191017t185057-D,True,True,0
ang20191017t185057-E,True,True,0
ang20191017t191119-A,True,True,0
ang20191017t191119-B,True,True,0
ang20191017t191119-C,True,True,0
ang20191017t191119-D,True,False,1
ang20191017t191119-E,True,True,0
ang20191017t191119-F,True,True,0
ang20191018t141549-C,True,True,0
ang20191018t141549-D,True,True,0
ang20191018t150906-A,True,True,0
ang20191018t150906-B,True,True,0
ang20191018t153724-B,True,True,0
ang20191018t153724-C,True,True,0
ang20191018t153724-D,True,True,0
ang20191018t153724-E,True,True,0
ang20191018t165503-3,True,True,0
ang20191018t165503-7,True,False,2
ang20191018t165503-B,True,False,6
ang20191018t165503-C,True,True,0
ang20191018t165503-D,True,True,0
ang20191018t172239-3,True,True,0
ang20191018t172239-4,True,True,0
ang20191018t172239-A,True,True,0
ang20191018t172239-B,True,True,0
ang20191018t172239-C,True,True,0
ang20191022t175031-1,True,True,0
ang20191022t175031-2,True,True,0
ang20191022t175031-3,True,True,0
ang20191022t175031-A,True,True,0
ang20191022t175031-B,True,True,0
ang20191022t175031-C,True,True,0
ang20191022t175031-D,True,True,0
ang20191022t175031-E,True,True,0
ang20191022t180237-1,True,True,0
ang20191022t180237-2,True,True,0
ang20191022t180237-A,True,True,0
ang20191022t181138-1,True,True,0
ang20191022t181138-5,True,True,0
ang20191022t181138-6,True,True,0
ang20191022t181138-A,True,True,0
ang20191022t181138-B,True,True,0
ang20191022t181138-C,True,True,0
ang20191022t181138-D,True,True,0
ang20191022t181138-E,True,True,0
ang20191022t181138-F,True,True,0
ang20191022t182432-1,True,True,0
ang20191022t183431-A,True,False,5
ang20191022t183431-B,True,False,5
ang20191022t184525-A,True,True,0
ang20191022t184525-C,True,True,0
ang20191022t184525-D,True,True,0
ang20191022t190019-1,True,True,0
ang20191022t190019-2,True,True,0
ang20191022t190019-3,True,True,0
ang20191022t190019-4,True,True,0
ang20191022t191141-1,True,True,0
ang20191022t191141-2,True,True,0
ang20191022t191141-A,True,True,0
ang20191022t191141-B,True,True,0
ang20191022t191141-C,True,True,0
ang20191022t192048-1,True,True,0
ang20191022t192048-2,True,True,0
ang20191022t192048-3,True,True,0
ang20191022t192048-4,True,True,0
ang20191022t192048-A,True,True,0
ang20191022t192048-B,True,True,0
ang20191022t192048-C,True,True,0
ang20191022t192048-D,True,True,0
ang20191022t193257-A,True,True,0
ang20191022t193257-B,True,True,0
ang20191022t194233-A,True,False,5
ang20191022t194233-B,True,False,5
ang20191022t194233-C,True,True,0
ang20191022t194233-D,True,False,5
ang20191022t194943-3,True,True,0
ang20191022t194943-8,True,True,0
ang20191022t194943-9,True,True,0
ang20191022t194943-A,True,True,0
ang20191022t194943-B,True,True,0
ang20191022t194943-C,True,True,0
