id,plume_id,label,pred_label_s5p,pred_prob1_s5p,pred_correct_s5p,datetime,latitude,longitude,region,s5p_0_path
265172,emi20250808t144449p10003-M,1,0.0,0.4063059687614441,0,2025-08-08T14:44:49Z,31.66999097634509,-102.18695294720152,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/emi20250808t144449p10003-M/s5p_pos_00.npz
265173,emi20250808t144449p10003-L,1,0.0,0.4063059687614441,0,2025-08-08T14:44:49Z,31.691631770818603,-102.178780239752,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/emi20250808t144449p10003-L/s5p_pos_00.npz
265322,tan20250801t073636c55s4001-B,1,0.0,0.4139862954616546,0,2025-08-01T07:36:36Z,40.019477991424736,58.37992563431439,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250801t073636c55s4001-B/s5p_pos_00.npz
265333,tan20250801t140605c33s4001-B,1,0.0,0.2562989294528961,0,2025-08-01T14:06:05Z,-23.47847584636098,-46.80122649430516,SouthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250801t140605c33s4001-B/s5p_pos_00.npz
265335,tan20250801t140605c33s4001-A,1,0.0,0.2024440914392471,0,2025-08-01T14:06:05Z,-23.34630218770954,-46.77395356644419,SouthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250801t140605c33s4001-A/s5p_pos_00.npz
265340,tan20250803t075028c55s4001-E,0,1.0,0.619872510433197,0,2025-08-03T07:50:28Z,39.46582692756212,53.78872442898003,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-E/s5p_neg_00.npz
265342,tan20250803t075028c55s4001-J,0,1.0,0.6812165379524231,0,2025-08-03T07:50:28Z,39.48421572458764,53.72092110254744,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-J/s5p_neg_00.npz
265348,tan20250803t075028c55s4001-B,0,1.0,0.7721307873725891,0,2025-08-03T07:50:28Z,39.37359497147153,53.83039310537103,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-B/s5p_neg_00.npz
265352,tan20250803t075028c55s4001-D,0,1.0,0.703334629535675,0,2025-08-03T07:50:28Z,39.46202457677569,53.77611869878203,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-D/s5p_neg_00.npz
265357,tan20250802t192420c21s4001-C,1,0.0,0.1306293159723281,0,2025-08-02T19:24:20Z,35.249470211834506,-119.57946458168313,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250802t192420c21s4001-C/s5p_pos_00.npz
265358,tan20250802t192420c21s4001-A,1,0.0,0.2001197189092636,0,2025-08-02T19:24:20Z,35.31959420329733,-119.6316591737406,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250802t192420c21s4001-A/s5p_pos_00.npz
265360,tan20250803t075028c55s4001-K,0,1.0,0.5730389952659607,0,2025-08-03T07:50:28Z,39.46520506932845,53.731269811661775,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-K/s5p_neg_00.npz
265362,tan20250803t075028c55s4001-F,0,1.0,0.5482416152954102,0,2025-08-03T07:50:28Z,39.459445258332096,53.75087606028475,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-F/s5p_neg_00.npz
265364,tan20250803t075028c55s4001-C,0,1.0,0.5704461336135864,0,2025-08-03T07:50:28Z,39.452571305423305,53.81011113112695,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-C/s5p_neg_00.npz
265365,tan20250802t192420c21s4001-B,1,0.0,0.1719445884227752,0,2025-08-02T19:24:20Z,35.278093412977015,-119.60082260337852,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250802t192420c21s4001-B/s5p_pos_00.npz
265368,tan20250803t075028c55s4001-L,0,1.0,0.5707720518112183,0,2025-08-03T07:50:28Z,39.44312066102589,53.82129832228924,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-L/s5p_neg_00.npz
265369,tan20250801t182955c55s4001-A,1,0.0,0.3879425525665283,0,2025-08-01T18:29:55Z,40.10568320714319,-104.36191486801263,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250801t182955c55s4001-A/s5p_pos_00.npz
265372,tan20250803t075028c55s4001-M,0,1.0,0.5504286289215088,0,2025-08-03T07:50:28Z,39.45883345034434,53.79293687969647,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-M/s5p_neg_00.npz
265376,tan20250803t075028c55s4001-N,0,1.0,0.624751627445221,0,2025-08-03T07:50:28Z,39.46440254671549,53.734572641759286,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-N/s5p_neg_00.npz
265378,tan20250803t075028c55s4001-O,0,1.0,0.6728861927986145,0,2025-08-03T07:50:28Z,39.51751010517484,53.77261774776167,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-O/s5p_neg_00.npz
265380,tan20250803t075028c55s4001-R,0,1.0,0.7431073784828186,0,2025-08-03T07:50:28Z,39.37643224843217,53.84181097761007,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-R/s5p_neg_00.npz
265382,tan20250803t075028c55s4001-P,0,1.0,0.6561533808708191,0,2025-08-03T07:50:28Z,39.49892784510149,53.762712972218736,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-P/s5p_neg_00.npz
265384,tan20250803t075028c55s4001-W,0,1.0,0.5981200933456421,0,2025-08-03T07:50:28Z,39.351243525134805,53.77470697940092,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-W/s5p_neg_00.npz
265386,tan20250803t075028c55s4001-X,0,1.0,0.7513851523399353,0,2025-08-03T07:50:28Z,39.35742501252835,53.79145296804069,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-X/s5p_neg_00.npz
265388,tan20250803t075028c55s4001-Z,0,1.0,0.6927236914634705,0,2025-08-03T07:50:28Z,39.475568204073085,53.74003135180888,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-Z/s5p_neg_00.npz
265390,tan20250803t075028c55s4001-S,0,1.0,0.6800717711448669,0,2025-08-03T07:50:28Z,39.37535509787608,53.830573881226826,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-S/s5p_neg_00.npz
265392,tan20250803t075028c55s4001-T,0,1.0,0.6839805245399475,0,2025-08-03T07:50:28Z,39.443008669486346,53.81757570314397,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-T/s5p_neg_00.npz
265396,tan20250803t075028c55s4001-V,0,1.0,0.5563480257987976,0,2025-08-03T07:50:28Z,39.34646815363678,53.879782252905954,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250803t075028c55s4001-V/s5p_neg_00.npz
265397,tan20250806t181920c58s4001-E,1,0.0,0.3618183135986328,0,2025-08-06T18:19:20Z,32.29799158059183,-101.83587080319518,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250806t181920c58s4001-E/s5p_pos_00.npz
265399,tan20250806t181920c58s4001-A,1,0.0,0.3837572634220123,0,2025-08-06T18:19:20Z,32.11312314847689,-101.88794172340152,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250806t181920c58s4001-A/s5p_pos_00.npz
265400,tan20250806t181920c58s4001-A,0,1.0,0.5411292910575867,0,2025-08-06T18:19:20Z,32.11312314847689,-101.88794172340152,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250806t181920c58s4001-A/s5p_neg_00.npz
265401,tan20250806t181920c58s4001-F,1,0.0,0.4416822493076324,0,2025-08-06T18:19:20Z,32.32702559824635,-101.82012724458276,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250806t181920c58s4001-F/s5p_pos_00.npz
265403,tan20250806t181920c58s4001-G,1,0.0,0.4682928621768951,0,2025-08-06T18:19:20Z,32.393676008327304,-101.74439819845672,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250806t181920c58s4001-G/s5p_pos_00.npz
265404,tan20250806t181920c58s4001-G,0,1.0,0.5944653749465942,0,2025-08-06T18:19:20Z,32.393676008327304,-101.74439819845672,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250806t181920c58s4001-G/s5p_neg_00.npz
265405,tan20250806t181920c58s4001-H,1,0.0,0.4682928621768951,0,2025-08-06T18:19:20Z,32.37585049791201,-101.79083475624292,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250806t181920c58s4001-H/s5p_pos_00.npz
265407,tan20250806t181920c58s4001-C,1,0.0,0.340986430644989,0,2025-08-06T18:19:20Z,32.24444452785808,-101.90279112727028,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250806t181920c58s4001-C/s5p_pos_00.npz
265409,tan20250806t181920c58s4001-B,1,0.0,0.3988061249256134,0,2025-08-06T18:19:20Z,32.212185889923006,-101.89000922971634,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250806t181920c58s4001-B/s5p_pos_00.npz
265411,tan20250806t181920c58s4001-D,1,0.0,0.340986430644989,0,2025-08-06T18:19:20Z,32.24381578288809,-101.90521692131138,NorthAmerica,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/pos/tan20250806t181920c58s4001-D/s5p_pos_00.npz
265414,tan20250805t080356c55s4001-I,0,1.0,0.7402551770210266,0,2025-08-05T08:03:56Z,39.37180481668722,53.83160711711861,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250805t080356c55s4001-I/s5p_neg_00.npz
265416,tan20250805t080356c55s4001-A,0,1.0,0.5003257393836975,0,2025-08-05T08:03:56Z,39.37358256595863,53.831895979698174,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250805t080356c55s4001-A/s5p_neg_00.npz
265418,tan20250805t080356c55s4001-C,0,1.0,0.6331197023391724,0,2025-08-05T08:03:56Z,39.37635969897971,53.841993850580025,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250805t080356c55s4001-C/s5p_neg_00.npz
265420,tan20250805t080356c55s4001-D,0,1.0,0.5820644497871399,0,2025-08-05T08:03:56Z,39.37694933013461,53.8298460764756,Europe,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/s5p_patches_3x3_to_224_offl_triplet/samples2/neg/tan20250805t080356c55s4001-D/s5p_neg_00.npz
