id,plume_id,label,latitude,longitude,datetime,availability_set,actual_overlap,base_avg_score,ada_score_inferred,ada_pred_inferred,inference_bucket,pred_prob1_s2,pred_prob1_l89,pred_prob1_emit,pred_prob1_s5p
260,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.5326884798099762,0.087147733149457,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.5326884798099762,,,
268,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.6801595803642122,0.32537390105154285,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.6801595803642122,,,
275,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.946397585114806,0.9084665839390178,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.946397585114806,,,
283,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.4687272024939008,0.696236128346038,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.4687272024939008,,,
291,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.5506615201900238,0.9642609466406665,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.5506615201900238,,,
299,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.6997785035629454,0.26012997759007067,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.6997785035629454,,,
307,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.7872077988915281,0.7996146073391244,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.7872077988915281,,,
315,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.8737153998416469,0.9210909413224606,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.8737153998416469,,,
323,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.960420506730008,0.8530253501152278,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.960420506730008,,,
330,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.7197266033254157,0.9558741357915264,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.7197266033254157,,,
340,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.954561163895487,0.7158347810671867,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.954561163895487,,,
348,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.4768415966386555,0.8407541216096437,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.4768415966386555,,,
355,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.8018232383214569,0.943161496188619,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.8018232383214569,,,
364,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.7080079176563737,0.5083715653252969,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.7080079176563737,,,
372,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.7958322248614411,0.7795745435206524,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.7958322248614411,,,
380,GAO20191020t163829p0000-C,1,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.8824714964370546,0.6684272292146782,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.8824714964370546,,,
390,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.0181078476551911,0.6481223187378125,1,S2|y=0|pred=1|random_seed=20260525|image_targets_soft_regularized,0.0181078476551911,,,
398,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.3192871103280022,0.15479538010687813,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.3192871103280022,,,
406,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.1253530902683654,0.19119462161696257,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.1253530902683654,,,
414,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.4303866901599349,0.3847802103085675,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.4303866901599349,,,
422,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.2307725941989699,0.3361906567833132,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.2307725941989699,,,
428,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.2092018297641637,0.09195518014135494,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.2092018297641637,,,
435,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.1006041881268636,0.025337700396483368,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.1006041881268636,,,
444,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.3169880319869883,0.13221754869850028,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.3169880319869883,,,
453,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.0358242748712388,0.1517907257369419,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.0358242748712388,,,
461,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.3379502168609379,0.01623789001896225,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.3379502168609379,,,
469,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.143745716996476,0.10122668505430099,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.143745716996476,,,
478,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.3604676606126321,0.5185240205637298,1,S2|y=0|pred=1|random_seed=20260525|image_targets_soft_regularized,0.3604676606126321,,,
485,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.2499090403903497,0.5618705903208651,1,S2|y=0|pred=1|random_seed=20260525|image_targets_soft_regularized,0.2499090403903497,,,
493,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.0542169015993494,0.27120427512497847,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.0542169015993494,,,
501,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.3590476416373001,0.06997827960696432,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.3590476416373001,,,
509,GAO20191020t163829p0000-C,0,31.826375,-102.10681,2019-10-20T16:38:29Z,S2,False,0.1626793033342369,0.696942386101755,1,S2|y=0|pred=1|random_seed=20260525|image_targets_soft_regularized,0.1626793033342369,,,
262,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.7420447743467933,0.837311115050523,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.7420447743467933,,,
270,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.8297374109263658,0.86335436979259,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.8297374109263658,,,
278,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.9151258115597782,0.6444144655202978,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.9151258115597782,,,
286,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.0047190973163458,0.1440644716428202,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.0047190973163458,,,
294,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.5222865003958828,0.6255220705548661,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.5222865003958828,,,
302,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.6692967537608867,0.6747835490161319,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.6692967537608867,,,
309,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.9349422406967538,0.76809785499025,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.9349422406967538,,,
318,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.8423777909738717,0.6008913313242333,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.8423777909738717,,,
328,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.5121478622327791,0.6151047686580393,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.5121478622327791,,,
336,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.6590922802850356,0.8877202623648289,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.6590922802850356,,,
344,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.7451390340459224,0.8988438220173729,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.7451390340459224,,,
354,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.9793152414885192,0.42753214962937425,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.9793152414885192,,,
362,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.5006266825019794,0.7531781599007268,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.5006266825019794,,,
371,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.9735875692794932,0.8780092182237192,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.9735875692794932,,,
378,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.7341445368171021,0.37310498189967245,0,S2|y=1|pred=0|random_seed=20260525|image_targets_soft_regularized,0.7341445368171021,,,
386,GAO20191020t165717p0000-A,1,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.821903008709422,0.6895266796667258,1,S2|y=1|pred=1|random_seed=20260525|image_targets_soft_regularized,0.821903008709422,,,
395,GAO20191020t165717p0000-A,0,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.0799124830577392,0.11418962247888295,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.0799124830577392,,,
401,GAO20191020t165717p0000-A,0,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.0582740986717267,0.12663747629719013,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.0582740986717267,,,
409,GAO20191020t165717p0000-A,0,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.3634429384657089,0.45646267884847436,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.3634429384657089,,,
417,GAO20191020t165717p0000-A,0,31.8592427,-101.72182,2019-10-20T16:57:17Z,S2,False,0.1670069802114394,0.33189829339769006,0,S2|y=0|pred=0|random_seed=20260525|image_targets_soft_regularized,0.1670069802114394,,,
