plume_id,event_group_id,status,reason,physical_t0,gee_only_t0,physical_prev1,gee_only_prev1,physical_prev2,gee_only_prev2,physical_prev3,gee_only_prev3,physical_seasonal,gee_only_seasonal,physical_year,gee_only_year,physical_raw_cm_mask
ang20191013t151222-D,ang20191013t151222,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t152730-11,ang20191013t152730,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t152730-A,ang20191013t152730,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t152730-B,ang20191013t152730,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t152730-C,ang20191013t152730,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t152730-D,ang20191013t152730,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t154421-A,ang20191013t154421,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t154421-B,ang20191013t154421,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t155909-1,ang20191013t155909,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t155909-A,ang20191013t155909,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t155909-B,ang20191013t155909,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t161540-A,ang20191013t161540,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t163024-A,ang20191013t163024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t163024-B,ang20191013t163024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t163024-C,ang20191013t163024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t163024-D,ang20191013t163024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t163024-E,ang20191013t163024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t163024-F,ang20191013t163024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t164602-1,ang20191013t164602,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t164602-A,ang20191013t164602,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t164602-B,ang20191013t164602,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t164602-C,ang20191013t164602,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t170032-1,ang20191013t170032,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t171742-A,ang20191013t171742,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t171742-B,ang20191013t171742,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t171742-C,ang20191013t171742,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t171742-D,ang20191013t171742,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t173258-A,ang20191013t173258,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t173258-B,ang20191013t173258,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t173258-C,ang20191013t173258,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191013t173258-D,ang20191013t173258,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t174946-9,ang20191017t174946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t174946-A,ang20191017t174946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t174946-B,ang20191017t174946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t174946-C,ang20191017t174946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t174946-D,ang20191017t174946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t174946-F,ang20191017t174946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t174946-G,ang20191017t174946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t174946-H,ang20191017t174946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t174946-I,ang20191017t174946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t174946-J,ang20191017t174946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t180347-A,ang20191017t180347,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t180347-B,ang20191017t180347,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t180347-C,ang20191017t180347,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t180347-D,ang20191017t180347,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t180347-E,ang20191017t180347,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t180347-F,ang20191017t180347,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t180347-G,ang20191017t180347,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t180347-H,ang20191017t180347,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t180347-I,ang20191017t180347,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t180347-J,ang20191017t180347,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t182024-A,ang20191017t182024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t182024-B,ang20191017t182024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t182024-C,ang20191017t182024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t182024-E,ang20191017t182024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t182024-F,ang20191017t182024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t182024-G,ang20191017t182024,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t183448-A,ang20191017t183448,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t183448-B,ang20191017t183448,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t183448-C,ang20191017t183448,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t183448-D,ang20191017t183448,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t183448-E,ang20191017t183448,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t183448-F,ang20191017t183448,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t185057-A,ang20191017t185057,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t185057-B,ang20191017t185057,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t185057-C,ang20191017t185057,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t185057-D,ang20191017t185057,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t185057-E,ang20191017t185057,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t191119-A,ang20191017t191119,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t191119-B,ang20191017t191119,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t191119-C,ang20191017t191119,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t191119-D,ang20191017t191119,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t191119-E,ang20191017t191119,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191017t191119-F,ang20191017t191119,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t141549-C,ang20191018t141549,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t141549-D,ang20191018t141549,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t150906-A,ang20191018t150906,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t150906-B,ang20191018t150906,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t153724-B,ang20191018t153724,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t153724-C,ang20191018t153724,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t153724-D,ang20191018t153724,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t153724-E,ang20191018t153724,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t165503-3,ang20191018t165503,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t165503-7,ang20191018t165503,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t165503-B,ang20191018t165503,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t165503-C,ang20191018t165503,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t165503-D,ang20191018t165503,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t172239-3,ang20191018t172239,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t172239-4,ang20191018t172239,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t172239-A,ang20191018t172239,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t172239-B,ang20191018t172239,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191018t172239-C,ang20191018t172239,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t175031-1,ang20191022t175031,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t175031-2,ang20191022t175031,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t175031-3,ang20191022t175031,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t175031-A,ang20191022t175031,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t175031-B,ang20191022t175031,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t175031-C,ang20191022t175031,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t175031-D,ang20191022t175031,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t175031-E,ang20191022t175031,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t180237-1,ang20191022t180237,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t180237-2,ang20191022t180237,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t180237-A,ang20191022t180237,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t181138-1,ang20191022t181138,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t181138-5,ang20191022t181138,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t181138-6,ang20191022t181138,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t181138-A,ang20191022t181138,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t181138-B,ang20191022t181138,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t181138-C,ang20191022t181138,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t181138-D,ang20191022t181138,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t181138-E,ang20191022t181138,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t181138-F,ang20191022t181138,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t182432-1,ang20191022t182432,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t183431-A,ang20191022t183431,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t183431-B,ang20191022t183431,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t184525-A,ang20191022t184525,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t184525-C,ang20191022t184525,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t184525-D,ang20191022t184525,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t190019-1,ang20191022t190019,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t190019-2,ang20191022t190019,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t190019-3,ang20191022t190019,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t190019-4,ang20191022t190019,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t191141-1,ang20191022t191141,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t191141-2,ang20191022t191141,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t191141-A,ang20191022t191141,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t191141-B,ang20191022t191141,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t191141-C,ang20191022t191141,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t192048-1,ang20191022t192048,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t192048-2,ang20191022t192048,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t192048-3,ang20191022t192048,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t192048-4,ang20191022t192048,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t192048-A,ang20191022t192048,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t192048-B,ang20191022t192048,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t192048-C,ang20191022t192048,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t192048-D,ang20191022t192048,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t193257-A,ang20191022t193257,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t193257-B,ang20191022t193257,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t194233-A,ang20191022t194233,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t194233-B,ang20191022t194233,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t194233-C,ang20191022t194233,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t194233-D,ang20191022t194233,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t194943-3,ang20191022t194943,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t194943-8,ang20191022t194943,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t194943-9,ang20191022t194943,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t194943-A,ang20191022t194943,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t194943-B,ang20191022t194943,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20191022t194943-C,ang20191022t194943,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t204216-1,ang20200709t204216,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t204216-B,ang20200709t204216,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t205211-1,ang20200709t205211,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t205211-3,ang20200709t205211,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t205211-5,ang20200709t205211,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t205211-B,ang20200709t205211,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t205211-C,ang20200709t205211,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t210220-1,ang20200709t210220,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t210220-2,ang20200709t210220,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t210220-3,ang20200709t210220,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t210220-4,ang20200709t210220,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t210220-A,ang20200709t210220,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t210220-B,ang20200709t210220,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t210220-F,ang20200709t210220,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t211401-1,ang20200709t211401,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t212243-1,ang20200709t212243,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t212858-1,ang20200709t212858,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t213509-A,ang20200709t213509,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t214232-A,ang20200709t214232,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t214232-B,ang20200709t214232,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t214232-C,ang20200709t214232,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t215700-A,ang20200709t215700,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t215700-B,ang20200709t215700,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t221850-A,ang20200709t221850,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t223021-A,ang20200709t223021,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t223916-1,ang20200709t223916,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t223916-2,ang20200709t223916,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200709t224635-2,ang20200709t224635,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t185842-A,ang20200714t185842,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t185842-B,ang20200714t185842,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t191304-1,ang20200714t191304,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t191304-A,ang20200714t191304,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t191304-B,ang20200714t191304,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t191304-C,ang20200714t191304,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t192012-A,ang20200714t192012,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t193018-2,ang20200714t193018,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t193018-B,ang20200714t193018,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t194141-A,ang20200714t194141,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t195323-A,ang20200714t195323,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t201525-A,ang20200714t201525,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t203015-A,ang20200714t203015,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t203015-B,ang20200714t203015,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t203512-A,ang20200714t203512,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t204231-A,ang20200714t204231,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t204231-B,ang20200714t204231,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t204231-C,ang20200714t204231,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t204945-A,ang20200714t204945,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t205802-A,ang20200714t205802,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t210451-A,ang20200714t210451,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200714t210451-B,ang20200714t210451,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200715t172416-2,ang20200715t172416,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200716t200550-A,ang20200716t200550,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200716t201734-A,ang20200716t201734,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200716t201734-B,ang20200716t201734,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200716t202023-1,ang20200716t202023,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200716t204525-1,ang20200716t204525,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200716t205515-1,ang20200716t205515,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200716t210746-1,ang20200716t210746,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t194044-A,ang20200724t194044,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t194044-B,ang20200724t194044,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t194647-A,ang20200724t194647,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t195216-1,ang20200724t195216,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t195657-1,ang20200724t195657,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t200147-2,ang20200724t200147,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t200147-A,ang20200724t200147,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t200936-1,ang20200724t200936,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t200936-2,ang20200724t200936,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t200936-3,ang20200724t200936,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t200936-4,ang20200724t200936,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t200936-6,ang20200724t200936,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t200936-7,ang20200724t200936,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t200936-B,ang20200724t200936,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t200936-C,ang20200724t200936,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t202111-1,ang20200724t202111,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t202111-2,ang20200724t202111,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t202111-3,ang20200724t202111,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t202111-4,ang20200724t202111,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t203238-1,ang20200724t203238,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t203238-2,ang20200724t203238,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t203238-3,ang20200724t203238,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t203238-4,ang20200724t203238,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t203238-5,ang20200724t203238,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t203238-6,ang20200724t203238,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t204341-1,ang20200724t204341,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t204341-A,ang20200724t204341,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t210514-1,ang20200724t210514,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t210514-2,ang20200724t210514,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t210514-B,ang20200724t210514,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t211348-1,ang20200724t211348,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t211348-A,ang20200724t211348,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t212216-1,ang20200724t212216,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t212216-2,ang20200724t212216,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t212216-A,ang20200724t212216,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200724t212216-B,ang20200724t212216,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200825t212126-A,ang20200825t212126,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200825t212944-A,ang20200825t212944,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200825t214130-A,ang20200825t214130,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t185516-A,ang20200828t185516,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t185516-B,ang20200828t185516,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t185516-C,ang20200828t185516,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t185516-D,ang20200828t185516,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t190555-A,ang20200828t190555,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t190555-B,ang20200828t190555,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t191605-A,ang20200828t191605,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t191605-B,ang20200828t191605,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t191605-C,ang20200828t191605,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t192559-A,ang20200828t192559,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t192559-B,ang20200828t192559,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t192559-C,ang20200828t192559,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t194421-A,ang20200828t194421,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t194421-B,ang20200828t194421,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t200116-A,ang20200828t200116,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t200858-A,ang20200828t200858,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t201622-A,ang20200828t201622,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t201622-B,ang20200828t201622,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t203522-A,ang20200828t203522,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t203522-B,ang20200828t203522,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t203522-C,ang20200828t203522,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t203522-D,ang20200828t203522,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t203522-E,ang20200828t203522,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t204633-A,ang20200828t204633,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t204633-B,ang20200828t204633,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t205946-A,ang20200828t205946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t205946-B,ang20200828t205946,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t210723-A,ang20200828t210723,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t213355-A,ang20200828t213355,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t213355-B,ang20200828t213355,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t214929-A,ang20200828t214929,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t214929-B,ang20200828t214929,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
ang20200828t214929-C,ang20200828t214929,ok,,1,1,1,1,1,1,1,1,1,1,1,1,1
