id,label,latitude,longitude,available_sensor,S2_t0_path,S2_pre_path,S2_pre_pre_path,S2_plume_label_path,L89_t0_path,L89_pre_path,L89_pre_pre_path,L89_plume_label_path,EMIT_t0_path,EMIT_pre_path,EMIT_pre_pre_path,EMIT_plume_label_path,S5p_temporal_path
12909,1,40.358858,-110.32626,S2,data/120m_GSD/s2/12909/s2.tif,data/120m_GSD/s2/12909/s2_pre.tif,data/120m_GSD/s2/12909/s2_pre_pre.tif,data/120m_GSD/s2/12909/s2_plume.tif,,,,,,,,,
12929,1,40.358858,-110.32626,S2,data/120m_GSD/s2/12929/s2.tif,data/120m_GSD/s2/12929/s2_pre.tif,data/120m_GSD/s2/12929/s2_pre_pre.tif,data/120m_GSD/s2/12929/s2_plume.tif,,,,,,,,,
12949,1,40.358858,-110.32626,S2,data/120m_GSD/s2/12949/s2.tif,data/120m_GSD/s2/12949/s2_pre.tif,data/120m_GSD/s2/12949/s2_pre_pre.tif,data/120m_GSD/s2/12949/s2_plume.tif,,,,,,,,,
12969,1,40.358858,-110.32626,S2,data/120m_GSD/s2/12969/s2.tif,data/120m_GSD/s2/12969/s2_pre.tif,data/120m_GSD/s2/12969/s2_pre_pre.tif,data/120m_GSD/s2/12969/s2_plume.tif,,,,,,,,,
12989,1,40.358858,-110.32626,S2,data/120m_GSD/s2/12989/s2.tif,data/120m_GSD/s2/12989/s2_pre.tif,data/120m_GSD/s2/12989/s2_pre_pre.tif,data/120m_GSD/s2/12989/s2_plume.tif,,,,,,,,,
13009,1,40.358858,-110.32626,S2,data/120m_GSD/s2/13009/s2.tif,data/120m_GSD/s2/13009/s2_pre.tif,data/120m_GSD/s2/13009/s2_pre_pre.tif,data/120m_GSD/s2/13009/s2_plume.tif,,,,,,,,,
13031,1,40.358858,-110.32626,S2,data/120m_GSD/s2/13031/s2.tif,data/120m_GSD/s2/13031/s2_pre.tif,data/120m_GSD/s2/13031/s2_pre_pre.tif,data/120m_GSD/s2/13031/s2_plume.tif,,,,,,,,,
13052,1,40.358858,-110.32626,S2,data/120m_GSD/s2/13052/s2.tif,data/120m_GSD/s2/13052/s2_pre.tif,data/120m_GSD/s2/13052/s2_pre_pre.tif,data/120m_GSD/s2/13052/s2_plume.tif,,,,,,,,,
13072,1,40.358858,-110.32626,S2,data/120m_GSD/s2/13072/s2.tif,data/120m_GSD/s2/13072/s2_pre.tif,data/120m_GSD/s2/13072/s2_pre_pre.tif,data/120m_GSD/s2/13072/s2_plume.tif,,,,,,,,,
13094,1,40.358858,-110.32626,S2,data/120m_GSD/s2/13094/s2.tif,data/120m_GSD/s2/13094/s2_pre.tif,data/120m_GSD/s2/13094/s2_pre_pre.tif,data/120m_GSD/s2/13094/s2_plume.tif,,,,,,,,,
13139,1,40.358858,-110.32626,S2,data/120m_GSD/s2/13139/s2.tif,data/120m_GSD/s2/13139/s2_pre.tif,data/120m_GSD/s2/13139/s2_pre_pre.tif,data/120m_GSD/s2/13139/s2_plume.tif,,,,,,,,,
13160,1,40.358858,-110.32626,S2,data/120m_GSD/s2/13160/s2.tif,data/120m_GSD/s2/13160/s2_pre.tif,data/120m_GSD/s2/13160/s2_pre_pre.tif,data/120m_GSD/s2/13160/s2_plume.tif,,,,,,,,,
13179,1,40.358858,-110.32626,S2,data/120m_GSD/s2/13179/s2.tif,data/120m_GSD/s2/13179/s2_pre.tif,data/120m_GSD/s2/13179/s2_pre_pre.tif,data/120m_GSD/s2/13179/s2_plume.tif,,,,,,,,,
13202,1,40.358858,-110.32626,S2,data/120m_GSD/s2/13202/s2.tif,data/120m_GSD/s2/13202/s2_pre.tif,data/120m_GSD/s2/13202/s2_pre_pre.tif,data/120m_GSD/s2/13202/s2_plume.tif,,,,,,,,,
13220,1,40.358858,-110.32626,S2,data/120m_GSD/s2/13220/s2.tif,data/120m_GSD/s2/13220/s2_pre.tif,data/120m_GSD/s2/13220/s2_pre_pre.tif,data/120m_GSD/s2/13220/s2_plume.tif,,,,,,,,,
13241,1,40.358858,-110.32626,S2,data/120m_GSD/s2/13241/s2.tif,data/120m_GSD/s2/13241/s2_pre.tif,data/120m_GSD/s2/13241/s2_pre_pre.tif,data/120m_GSD/s2/13241/s2_plume.tif,,,,,,,,,
13261,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13261/s2.tif,data/120m_GSD/s2/13261/s2_pre.tif,data/120m_GSD/s2/13261/s2_pre_pre.tif,data/120m_GSD/s2/13261/s2_plume.tif,,,,,,,,,
13277,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13277/s2.tif,data/120m_GSD/s2/13277/s2_pre.tif,data/120m_GSD/s2/13277/s2_pre_pre.tif,data/120m_GSD/s2/13277/s2_plume.tif,,,,,,,,,
13304,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13304/s2.tif,data/120m_GSD/s2/13304/s2_pre.tif,data/120m_GSD/s2/13304/s2_pre_pre.tif,data/120m_GSD/s2/13304/s2_plume.tif,,,,,,,,,
13333,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13333/s2.tif,data/120m_GSD/s2/13333/s2_pre.tif,data/120m_GSD/s2/13333/s2_pre_pre.tif,data/120m_GSD/s2/13333/s2_plume.tif,,,,,,,,,
13355,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13355/s2.tif,data/120m_GSD/s2/13355/s2_pre.tif,data/120m_GSD/s2/13355/s2_pre_pre.tif,data/120m_GSD/s2/13355/s2_plume.tif,,,,,,,,,
13397,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13397/s2.tif,data/120m_GSD/s2/13397/s2_pre.tif,data/120m_GSD/s2/13397/s2_pre_pre.tif,data/120m_GSD/s2/13397/s2_plume.tif,,,,,,,,,
13428,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13428/s2.tif,data/120m_GSD/s2/13428/s2_pre.tif,data/120m_GSD/s2/13428/s2_pre_pre.tif,data/120m_GSD/s2/13428/s2_plume.tif,,,,,,,,,
13456,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13456/s2.tif,data/120m_GSD/s2/13456/s2_pre.tif,data/120m_GSD/s2/13456/s2_pre_pre.tif,data/120m_GSD/s2/13456/s2_plume.tif,,,,,,,,,
13481,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13481/s2.tif,data/120m_GSD/s2/13481/s2_pre.tif,data/120m_GSD/s2/13481/s2_pre_pre.tif,data/120m_GSD/s2/13481/s2_plume.tif,,,,,,,,,
13509,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13509/s2.tif,data/120m_GSD/s2/13509/s2_pre.tif,data/120m_GSD/s2/13509/s2_pre_pre.tif,data/120m_GSD/s2/13509/s2_plume.tif,,,,,,,,,
13538,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13538/s2.tif,data/120m_GSD/s2/13538/s2_pre.tif,data/120m_GSD/s2/13538/s2_pre_pre.tif,data/120m_GSD/s2/13538/s2_plume.tif,,,,,,,,,
13558,0,40.358858,-110.32626,S2,data/120m_GSD/s2/13558/s2.tif,data/120m_GSD/s2/13558/s2_pre.tif,data/120m_GSD/s2/13558/s2_pre_pre.tif,data/120m_GSD/s2/13558/s2_plume.tif,,,,,,,,,
